# channel,epoch_s,temperature
temperature,1700000436.500,2.71055
temperature,1700000436.750,2.83962
temperature,1700000437.000,2.81307
temperature,1700000437.250,2.78133
temperature,1700000437.500,2.86880
temperature,1700000437.750,2.76147
temperature,1700000438.000,2.93068
temperature,1700000438.250,2.94764
temperature,1700000438.500,3.01555
temperature,1700000438.750,2.97500
temperature,1700000439.000,2.96677
temperature,1700000439.250,3.02970
temperature,1700000439.500,2.95380
temperature,1700000439.750,2.98493
temperature,1700000440.000,3.02072
temperature,1700000440.250,3.11120
temperature,1700000440.500,3.01833
temperature,1700000440.750,3.03088
temperature,1700000441.000,3.10813
temperature,1700000441.250,3.14892
temperature,1700000441.500,3.09402
temperature,1700000441.750,3.17816
temperature,1700000442.000,3.22782
temperature,1700000442.250,3.23346
temperature,1700000442.500,3.20438
temperature,1700000442.750,3.19466
temperature,1700000443.000,3.29762
temperature,1700000443.250,3.22239
temperature,1700000443.500,3.27854
temperature,1700000443.750,3.33843
temperature,1700000444.000,6.29034
temperature,1700000444.250,3.20582
temperature,1700000444.500,3.19986
temperature,1700000444.750,3.25207
temperature,1700000445.000,3.30657
temperature,1700000445.250,3.29647
temperature,1700000445.500,3.38669
temperature,1700000445.750,3.29918
temperature,1700000446.000,3.26111
temperature,1700000446.250,3.21985
temperature,1700000446.500,3.33355
temperature,1700000446.750,3.27121
temperature,1700000447.000,3.19218
temperature,1700000447.250,3.26358
temperature,1700000447.500,3.20667
temperature,1700000447.750,3.22819
temperature,1700000448.000,3.24185
temperature,1700000448.250,3.18741
temperature,1700000448.500,3.19852
temperature,1700000448.750,3.17503
temperature,1700000449.000,3.16486
temperature,1700000449.250,3.13798
temperature,1700000449.500,3.15110
temperature,1700000449.750,3.11660
temperature,1700000450.000,3.17603
temperature,1700000450.250,3.14142
temperature,1700000450.500,3.17513
temperature,1700000450.750,3.19313
temperature,1700000451.000,3.11548
temperature,1700000451.250,3.08637
temperature,1700000451.500,3.08268
temperature,1700000451.750,3.05032
temperature,1700000452.000,3.01040
temperature,1700000452.250,2.98695
temperature,1700000452.500,2.91753
temperature,1700000452.750,2.99047
temperature,1700000453.000,2.92661
temperature,1700000453.250,2.98010
temperature,1700000453.500,2.93265
temperature,1700000453.750,2.83475
temperature,1700000454.000,2.90744
temperature,1700000454.250,2.69607
temperature,1700000454.500,2.89962
temperature,1700000454.750,2.71520
temperature,1700000455.000,2.78596
temperature,1700000455.250,2.76174
temperature,1700000455.500,2.77585
temperature,1700000455.750,2.68267
temperature,1700000456.000,2.57147
temperature,1700000456.250,2.64223
temperature,1700000456.500,2.62772
temperature,1700000456.750,2.51658
temperature,1700000457.000,2.60195
temperature,1700000457.250,2.52685
temperature,1700000457.500,-0.40562
temperature,1700000457.750,2.53127
temperature,1700000458.000,2.62363
temperature,1700000458.250,2.49516
temperature,1700000458.500,2.51227
temperature,1700000458.750,2.46330
temperature,1700000459.000,2.37640
temperature,1700000459.250,2.43137
temperature,1700000459.500,2.46376
temperature,1700000459.750,2.44111
temperature,1700000460.000,2.38171
temperature,1700000460.250,2.30936
temperature,1700000460.500,2.40069
temperature,1700000460.750,2.37616
temperature,1700000461.000,2.38453
temperature,1700000461.250,2.31628
temperature,1700000461.500,2.23385
temperature,1700000461.750,2.33327
temperature,1700000462.000,2.29509
temperature,1700000462.250,2.35452
temperature,1700000462.500,2.27620
temperature,1700000462.750,2.26274
temperature,1700000463.000,2.27653
temperature,1700000463.250,2.21689
temperature,1700000463.500,2.20595
temperature,1700000463.750,2.22516
temperature,1700000464.000,2.17627
temperature,1700000464.250,2.20343
temperature,1700000464.500,2.30482
temperature,1700000464.750,2.25328
temperature,1700000465.000,2.21019
temperature,1700000465.250,2.26635
temperature,1700000465.500,2.14180
temperature,1700000465.750,2.30216
temperature,1700000466.000,2.14949
temperature,1700000466.250,2.26787
temperature,1700000466.500,2.26308
temperature,1700000466.750,2.07114
temperature,1700000467.000,2.22810
temperature,1700000467.250,2.13673
temperature,1700000467.500,2.11894
temperature,1700000467.750,2.17020
temperature,1700000468.000,2.09040
temperature,1700000468.250,2.16293
temperature,1700000468.500,2.08801
temperature,1700000468.750,2.14130
temperature,1700000469.000,2.19678
temperature,1700000469.250,2.14706
temperature,1700000469.500,2.10762
temperature,1700000469.750,2.15070
temperature,1700000470.000,2.05146
temperature,1700000470.250,2.07813
temperature,1700000470.500,2.09696
temperature,1700000470.750,2.15633
temperature,1700000471.000,2.13591
temperature,1700000471.250,2.14110
temperature,1700000471.500,2.11179
temperature,1700000471.750,2.07266
temperature,1700000472.000,2.18546
temperature,1700000472.250,2.07522
temperature,1700000472.500,2.13020
temperature,1700000472.750,2.10285
temperature,1700000473.000,2.13587
temperature,1700000473.250,2.07677
temperature,1700000473.500,2.15906
temperature,1700000473.750,2.17476
temperature,1700000474.000,2.15489
temperature,1700000474.250,2.11273
temperature,1700000474.500,2.08265
temperature,1700000474.750,2.24510
temperature,1700000475.000,2.05405
temperature,1700000475.250,2.14735
temperature,1700000475.500,2.11962
temperature,1700000475.750,2.09957
temperature,1700000476.000,2.11170
temperature,1700000476.250,2.07670
temperature,1700000476.500,2.12335
temperature,1700000476.750,2.11764
temperature,1700000477.000,2.23550
temperature,1700000477.250,2.15500
temperature,1700000477.500,2.12711
temperature,1700000477.750,2.12996
temperature,1700000478.000,2.19304
temperature,1700000478.250,2.05243
temperature,1700000478.500,2.09172
temperature,1700000478.750,2.00541
temperature,1700000479.000,2.12863
temperature,1700000479.250,-0.85697
temperature,1700000479.500,2.05077
temperature,1700000479.750,2.17225
temperature,1700000480.000,2.06465
temperature,1700000480.250,2.08352
temperature,1700000480.500,2.10666
temperature,1700000480.750,2.18045
temperature,1700000481.000,2.05788
temperature,1700000481.250,2.11541
temperature,1700000481.500,2.13965
temperature,1700000481.750,2.12939
temperature,1700000482.000,2.13130
temperature,1700000482.250,2.13918
temperature,1700000482.500,2.07344
temperature,1700000482.750,2.18565
temperature,1700000483.000,2.09578
temperature,1700000483.250,2.08923
temperature,1700000483.500,2.16890
temperature,1700000483.750,2.07009
temperature,1700000484.000,2.11773
temperature,1700000484.250,2.06568
temperature,1700000484.500,2.22789
temperature,1700000484.750,2.21748
temperature,1700000485.000,2.09666
temperature,1700000485.250,2.12829
temperature,1700000485.500,2.10269
temperature,1700000485.750,2.08514
temperature,1700000486.000,2.10870
temperature,1700000486.250,5.10084
temperature,1700000486.500,2.02699
temperature,1700000486.750,2.11634
temperature,1700000487.000,2.10124
temperature,1700000487.250,2.11914
temperature,1700000487.500,2.09984
temperature,1700000487.750,2.08589
temperature,1700000488.000,2.14785
temperature,1700000488.250,2.13096
temperature,1700000488.500,2.17432
temperature,1700000488.750,2.12947
temperature,1700000489.000,2.09507
temperature,1700000489.250,2.13602
temperature,1700000489.500,2.00639
temperature,1700000489.750,2.21085
temperature,1700000490.000,2.11964
temperature,1700000490.250,2.21540
temperature,1700000490.500,2.06297
temperature,1700000490.750,2.05083
temperature,1700000491.000,2.12528
temperature,1700000491.250,2.12540
temperature,1700000491.500,2.12447
temperature,1700000491.750,2.11715
temperature,1700000492.000,2.07675
temperature,1700000492.250,2.03420
temperature,1700000492.500,2.12294
temperature,1700000492.750,2.04497
temperature,1700000493.000,2.04057
temperature,1700000493.250,2.09072
temperature,1700000493.500,2.13162
temperature,1700000493.750,2.20981
temperature,1700000494.000,2.15973
temperature,1700000494.250,2.18277
temperature,1700000494.500,2.14414
temperature,1700000494.750,2.13015
temperature,1700000495.000,2.23745
temperature,1700000495.250,2.04637
temperature,1700000495.500,2.09221
temperature,1700000495.750,2.09647
temperature,1700000496.000,2.15827
temperature,1700000496.250,2.06501
temperature,1700000496.500,2.15248
temperature,1700000496.750,2.14365
temperature,1700000497.000,2.15569
temperature,1700000497.250,2.15514
temperature,1700000497.500,2.19265
temperature,1700000497.750,2.11362
temperature,1700000498.000,2.14294
temperature,1700000498.250,2.07994
temperature,1700000498.500,2.06887
temperature,1700000498.750,2.20569
temperature,1700000499.000,2.07717
temperature,1700000499.250,2.15016
temperature,1700000499.500,2.14497
temperature,1700000499.750,2.17748
temperature,1700000500.000,2.03612
temperature,1700000500.250,2.16389
temperature,1700000500.500,2.11671
temperature,1700000500.750,2.08990
temperature,1700000501.000,2.10762
temperature,1700000501.250,2.17226
temperature,1700000501.500,2.15723
temperature,1700000501.750,2.11451
temperature,1700000502.000,2.06418
temperature,1700000502.250,2.06792
temperature,1700000502.500,2.15921
temperature,1700000502.750,5.05786
temperature,1700000503.000,2.11602
temperature,1700000503.250,2.25615
temperature,1700000503.500,2.14523
temperature,1700000503.750,2.15950
temperature,1700000504.000,2.06946
temperature,1700000504.250,2.06126
temperature,1700000504.500,2.16252
temperature,1700000504.750,2.10869
temperature,1700000505.000,2.18156
temperature,1700000505.250,2.13010
temperature,1700000505.500,2.30080
temperature,1700000505.750,2.09939
temperature,1700000506.000,2.14248
temperature,1700000506.250,2.08331
temperature,1700000506.500,2.17961
temperature,1700000506.750,2.15000
temperature,1700000507.000,2.07986
temperature,1700000507.250,2.11200
temperature,1700000507.500,2.19638
temperature,1700000507.750,2.19029
temperature,1700000508.000,2.05688
temperature,1700000508.250,2.10418
temperature,1700000508.500,2.21842
temperature,1700000508.750,2.11885
temperature,1700000509.000,2.13623
temperature,1700000509.250,2.17823
temperature,1700000509.500,2.06010
temperature,1700000509.750,2.07953
temperature,1700000510.000,2.11013
temperature,1700000510.250,2.18633
temperature,1700000510.500,2.17686
temperature,1700000510.750,2.16162
temperature,1700000511.000,2.11843
temperature,1700000511.250,2.18161
temperature,1700000511.500,2.11723
temperature,1700000511.750,2.15349
temperature,1700000512.000,2.16991
temperature,1700000512.250,2.20886
temperature,1700000512.500,2.12091
temperature,1700000512.750,2.10529
temperature,1700000513.000,2.18787
temperature,1700000513.250,2.19139
temperature,1700000513.500,2.09531
temperature,1700000513.750,2.06690
temperature,1700000514.000,2.18277
temperature,1700000514.250,2.03940
temperature,1700000514.500,2.03651
temperature,1700000514.750,2.10740
temperature,1700000515.000,2.12059
temperature,1700000515.250,2.06213
temperature,1700000515.500,2.12588
temperature,1700000515.750,2.12776
temperature,1700000516.000,2.09007
temperature,1700000516.250,2.21542
temperature,1700000516.500,2.13489
temperature,1700000516.750,5.16948
temperature,1700000517.000,2.03990
temperature,1700000517.250,2.03912
temperature,1700000517.500,2.13503
temperature,1700000517.750,2.20443
temperature,1700000518.000,2.06085
temperature,1700000518.250,2.11819
temperature,1700000518.500,2.04893
temperature,1700000518.750,2.07443
temperature,1700000519.000,2.11970
temperature,1700000519.250,2.08509
temperature,1700000519.500,2.04413
temperature,1700000519.750,2.04271
temperature,1700000520.000,2.01450
temperature,1700000520.250,2.13233
temperature,1700000520.500,2.13808
temperature,1700000520.750,2.13754
temperature,1700000521.000,2.06217
temperature,1700000521.250,2.15765
temperature,1700000521.500,2.14242
temperature,1700000521.750,2.10718
temperature,1700000522.000,2.09872
temperature,1700000522.250,2.07385
temperature,1700000522.500,2.11567
temperature,1700000522.750,2.18668
temperature,1700000523.000,2.16248
temperature,1700000523.250,2.09254
temperature,1700000523.500,2.13206
temperature,1700000523.750,2.04985
temperature,1700000524.000,2.14121
temperature,1700000524.250,2.06296
temperature,1700000524.500,2.13882
temperature,1700000524.750,2.25257
temperature,1700000525.000,2.07543
temperature,1700000525.250,2.24989
temperature,1700000525.500,2.12811
temperature,1700000525.750,2.06593
temperature,1700000526.000,2.06348
temperature,1700000526.250,2.22134
temperature,1700000526.500,2.12759
temperature,1700000526.750,2.07449
temperature,1700000527.000,2.09249
temperature,1700000527.250,2.12407
temperature,1700000527.500,2.10196
temperature,1700000527.750,2.11957
temperature,1700000528.000,2.19084
temperature,1700000528.250,2.04565
temperature,1700000528.500,2.13417
temperature,1700000528.750,2.09819
temperature,1700000529.000,2.07678
temperature,1700000529.250,2.15525
temperature,1700000529.500,2.02848
temperature,1700000529.750,1.98314
temperature,1700000530.000,2.11261
temperature,1700000530.250,2.09439
temperature,1700000530.500,2.03358
temperature,1700000530.750,2.01563
temperature,1700000531.000,2.19762
temperature,1700000531.250,2.12417
temperature,1700000531.500,2.10194
temperature,1700000531.750,2.21067
temperature,1700000532.000,2.15195
temperature,1700000532.250,2.18926
temperature,1700000532.500,2.04175
temperature,1700000532.750,2.03983
temperature,1700000533.000,2.13151
temperature,1700000533.250,2.12134
temperature,1700000533.500,2.16306
temperature,1700000533.750,2.01900
temperature,1700000534.000,2.13568
temperature,1700000534.250,2.14993
temperature,1700000534.500,2.14725
temperature,1700000534.750,2.08007
temperature,1700000535.000,2.12631
temperature,1700000535.250,2.06157
temperature,1700000535.500,2.08568
temperature,1700000535.750,2.04816
temperature,1700000536.000,2.06235
temperature,1700000536.250,2.08822
temperature,1700000536.500,2.07570
temperature,1700000536.750,2.06229
temperature,1700000537.000,2.03523
temperature,1700000537.250,2.19825
temperature,1700000537.500,2.07515
temperature,1700000537.750,2.11667
temperature,1700000538.000,2.01221
temperature,1700000538.250,2.16803
temperature,1700000538.500,2.10849
temperature,1700000538.750,2.07793
temperature,1700000539.000,2.07836
temperature,1700000539.250,2.14358
temperature,1700000539.500,1.95244
temperature,1700000539.750,2.05888
temperature,1700000540.000,2.09413
temperature,1700000540.250,2.09356
temperature,1700000540.500,2.22537
temperature,1700000540.750,2.08323
temperature,1700000541.000,2.14963
temperature,1700000541.250,2.19072
temperature,1700000541.500,2.13368
temperature,1700000541.750,2.06648
temperature,1700000542.000,2.03596
temperature,1700000542.250,2.13747
temperature,1700000542.500,2.18247
temperature,1700000542.750,2.12754
temperature,1700000543.000,2.16194
temperature,1700000543.250,2.22989
temperature,1700000543.500,2.14219
temperature,1700000543.750,2.04533
temperature,1700000544.000,2.10294
temperature,1700000544.250,2.16894
temperature,1700000544.500,2.08803
temperature,1700000544.750,2.17580
temperature,1700000545.000,2.09722
temperature,1700000545.250,2.11733
temperature,1700000545.500,2.08314
temperature,1700000545.750,2.10871
temperature,1700000546.000,2.11143
temperature,1700000546.250,2.02045
temperature,1700000546.500,2.07888
temperature,1700000546.750,2.03938
temperature,1700000547.000,2.08078
temperature,1700000547.250,2.06147
temperature,1700000547.500,2.15193
temperature,1700000547.750,2.15263
temperature,1700000548.000,2.12960
temperature,1700000548.250,2.03833
temperature,1700000548.500,2.09695
temperature,1700000548.750,2.03466
temperature,1700000549.000,2.09482
temperature,1700000549.250,2.13474
temperature,1700000549.500,2.15216
temperature,1700000549.750,2.12641
temperature,1700000550.000,2.16591
temperature,1700000550.250,2.11621
temperature,1700000550.500,2.09180
temperature,1700000550.750,2.14743
temperature,1700000551.000,2.14936
temperature,1700000551.250,2.07814
temperature,1700000551.500,2.12363
temperature,1700000551.750,2.09032
temperature,1700000552.000,2.00498
temperature,1700000552.250,2.12781
temperature,1700000552.500,2.04151
temperature,1700000552.750,2.12309
temperature,1700000553.000,2.03040
temperature,1700000553.250,2.07169
temperature,1700000553.500,2.08653
temperature,1700000553.750,2.16887
temperature,1700000554.000,2.08271
temperature,1700000554.250,2.05627
temperature,1700000554.500,2.12891
temperature,1700000554.750,2.10056
temperature,1700000555.000,2.15169
temperature,1700000555.250,2.06236
temperature,1700000555.500,2.12433
temperature,1700000555.750,2.23814
temperature,1700000556.000,2.10362
temperature,1700000556.250,2.12590
temperature,1700000556.500,2.03453
temperature,1700000556.750,2.07600
temperature,1700000557.000,2.14275
temperature,1700000557.250,2.10444
temperature,1700000557.500,2.15289
temperature,1700000557.750,2.14470
temperature,1700000558.000,2.05889
temperature,1700000558.250,2.17695
temperature,1700000558.500,2.06551
temperature,1700000558.750,2.09091
temperature,1700000559.000,2.14221
temperature,1700000559.250,2.21073
temperature,1700000559.500,2.08390
temperature,1700000559.750,2.14325
temperature,1700000560.000,2.14550
temperature,1700000560.250,2.17247
temperature,1700000560.500,2.20077
temperature,1700000560.750,2.12340
temperature,1700000561.000,2.19630
temperature,1700000561.250,2.21440
temperature,1700000561.500,2.23932
temperature,1700000561.750,2.17752
temperature,1700000562.000,2.16267
temperature,1700000562.250,2.13351
temperature,1700000562.500,2.08680
temperature,1700000562.750,2.14842
temperature,1700000563.000,2.17056
temperature,1700000563.250,2.16217
temperature,1700000563.500,2.20029
temperature,1700000563.750,2.10051
temperature,1700000564.000,2.16699
temperature,1700000564.250,2.27876
temperature,1700000564.500,2.23178
temperature,1700000564.750,2.21585
temperature,1700000565.000,2.20765
temperature,1700000565.250,2.17297
temperature,1700000565.500,2.10671
temperature,1700000565.750,2.22048
temperature,1700000566.000,2.07844
temperature,1700000566.250,2.18785
temperature,1700000566.500,2.20725
temperature,1700000566.750,2.18839
temperature,1700000567.000,2.32266
temperature,1700000567.250,2.30866
temperature,1700000567.500,2.27244
temperature,1700000567.750,2.17790
temperature,1700000568.000,2.32360
temperature,1700000568.250,2.26184
temperature,1700000568.500,2.18713
temperature,1700000568.750,2.23919
temperature,1700000569.000,2.28879
temperature,1700000569.250,2.21419
temperature,1700000569.500,2.25440
temperature,1700000569.750,2.26640
temperature,1700000570.000,2.19868
temperature,1700000570.250,2.24332
temperature,1700000570.500,2.20859
temperature,1700000570.750,2.30627
temperature,1700000571.000,2.22034
temperature,1700000571.250,2.28316
temperature,1700000571.500,2.20181
temperature,1700000571.750,2.21730
temperature,1700000572.000,2.21744
temperature,1700000572.250,2.26452
temperature,1700000572.500,2.29037
temperature,1700000572.750,2.30184
temperature,1700000573.000,2.19712
temperature,1700000573.250,2.27931
temperature,1700000573.500,2.25210
temperature,1700000573.750,2.31810
temperature,1700000574.000,2.27963
temperature,1700000574.250,2.29045
temperature,1700000574.500,2.25859
temperature,1700000574.750,2.38327
temperature,1700000575.000,2.23391
temperature,1700000575.250,2.27901
temperature,1700000575.500,2.30513
temperature,1700000575.750,2.28777
temperature,1700000576.000,2.26258
temperature,1700000576.250,2.21048
temperature,1700000576.500,2.26661
temperature,1700000576.750,2.25318
temperature,1700000577.000,2.38492
temperature,1700000577.250,2.41384
temperature,1700000577.500,2.29756
temperature,1700000577.750,2.22919
temperature,1700000578.000,2.33551
temperature,1700000578.250,2.24857
temperature,1700000578.500,2.26904
temperature,1700000578.750,2.26378
temperature,1700000579.000,2.26877
temperature,1700000579.250,2.27449
temperature,1700000579.500,2.22484
temperature,1700000579.750,2.25357
temperature,1700000580.000,2.33769
temperature,1700000580.250,2.28290
temperature,1700000580.500,2.28862
temperature,1700000580.750,2.16839
temperature,1700000581.000,2.32493
temperature,1700000581.250,2.24070
temperature,1700000581.500,2.32850
temperature,1700000581.750,2.27724
temperature,1700000582.000,2.23857
temperature,1700000582.250,2.17983
temperature,1700000582.500,2.36944
temperature,1700000582.750,2.29776
temperature,1700000583.000,2.29759
temperature,1700000583.250,2.34215
temperature,1700000583.500,2.25914
temperature,1700000583.750,2.31223
temperature,1700000584.000,2.21731
temperature,1700000584.250,2.27472
temperature,1700000584.500,2.20290
temperature,1700000584.750,2.20576
temperature,1700000585.000,2.23233
temperature,1700000585.250,2.16063
temperature,1700000585.500,2.23699
temperature,1700000585.750,2.20143
temperature,1700000586.000,2.11418
temperature,1700000586.250,2.18721
temperature,1700000586.500,2.18939
temperature,1700000586.750,2.24585
temperature,1700000587.000,2.21407
temperature,1700000587.250,2.26882
temperature,1700000587.500,2.21912
temperature,1700000587.750,2.16212
temperature,1700000588.000,2.18365
temperature,1700000588.250,2.16597
temperature,1700000588.500,2.20462
temperature,1700000588.750,2.18012
temperature,1700000589.000,2.14266
temperature,1700000589.250,2.17154
temperature,1700000589.500,2.19125
temperature,1700000589.750,2.11502
temperature,1700000590.000,2.17841
temperature,1700000590.250,2.08091
temperature,1700000590.500,2.21247
temperature,1700000590.750,2.18098
temperature,1700000591.000,2.23358
temperature,1700000591.250,2.09385
temperature,1700000591.500,2.20399
temperature,1700000591.750,2.19183
temperature,1700000592.000,2.13371
temperature,1700000592.250,2.12186
temperature,1700000592.500,2.08437
temperature,1700000592.750,2.06935
temperature,1700000593.000,2.09716
temperature,1700000593.250,2.07009
temperature,1700000593.500,2.21089
temperature,1700000593.750,2.05430
temperature,1700000594.000,2.13521
temperature,1700000594.250,2.14799
temperature,1700000594.500,2.14258
temperature,1700000594.750,2.14554
temperature,1700000595.000,2.16922
temperature,1700000595.250,2.09830
temperature,1700000595.500,2.12373
temperature,1700000595.750,2.10349
temperature,1700000596.000,2.18217
temperature,1700000596.250,2.22097
temperature,1700000596.500,2.05526
temperature,1700000596.750,2.01244
temperature,1700000597.000,2.14154
temperature,1700000597.250,2.16573
temperature,1700000597.500,2.20925
temperature,1700000597.750,2.14752
temperature,1700000598.000,2.17969
temperature,1700000598.250,2.19222
temperature,1700000598.500,2.18181
temperature,1700000598.750,2.15202
temperature,1700000599.000,2.04328
temperature,1700000599.250,2.10644
temperature,1700000599.500,2.12136
temperature,1700000599.750,2.10089
