# channel,epoch_s,x_m,y_m,z_m
nav,1700000299.400,57.723,-23.896,-1457.599
nav,1700000299.500,59.642,-24.328,-1458.857
nav,1700000299.600,58.702,-24.549,-1457.320
nav,1700000299.700,58.042,-24.224,-1456.928
nav,1700000299.800,59.604,-23.552,-1458.415
nav,1700000299.900,58.999,-23.281,-1457.497
nav,1700000300.000,60.052,-24.559,-1457.450
nav,1700000300.100,59.227,-23.407,-1456.089
nav,1700000300.200,59.842,-24.317,-1458.673
nav,1700000300.300,58.558,-23.223,-1457.873
nav,1700000300.400,59.015,-23.672,-1456.570
nav,1700000300.500,58.900,-24.202,-1457.229
nav,1700000300.600,58.486,-24.287,-1457.011
nav,1700000300.700,58.693,-22.934,-1456.951
nav,1700000300.800,58.976,-24.536,-1456.860
nav,1700000300.900,57.839,-23.802,-1456.732
nav,1700000301.000,58.025,-22.796,-1456.315
nav,1700000301.100,58.389,-23.618,-1456.100
nav,1700000301.200,56.882,-23.315,-1457.430
nav,1700000301.300,57.118,-23.719,-1456.271
nav,1700000301.400,56.623,-24.256,-1456.792
nav,1700000301.500,56.907,-23.573,-1455.075
nav,1700000301.600,57.010,-24.368,-1457.394
nav,1700000301.700,56.437,-24.470,-1456.465
nav,1700000301.800,56.626,-24.232,-1455.659
nav,1700000301.900,55.832,-24.060,-1456.285
nav,1700000302.000,56.446,-23.361,-1456.344
nav,1700000302.100,56.325,-24.333,-1456.052
nav,1700000302.200,56.052,-23.244,-1457.298
nav,1700000302.300,54.946,-23.588,-1457.742
nav,1700000302.400,55.446,-23.470,-1456.658
nav,1700000302.500,54.785,-24.537,-1456.583
nav,1700000302.600,54.554,-24.341,-1456.644
nav,1700000302.700,54.464,-24.142,-1455.291
nav,1700000302.800,54.203,-23.828,-1456.470
nav,1700000302.900,53.905,-24.852,-1456.920
nav,1700000303.000,53.397,-23.908,-1455.549
nav,1700000303.100,52.907,-24.275,-1456.724
nav,1700000303.200,53.468,-23.462,-1456.217
nav,1700000303.300,53.376,-23.272,-1455.717
nav,1700000303.400,52.820,-23.921,-1456.313
nav,1700000303.500,53.210,-23.742,-1456.536
nav,1700000303.600,52.888,-24.059,-1455.533
nav,1700000303.700,53.016,-23.761,-1455.910
nav,1700000303.800,52.867,-24.437,-1456.371
nav,1700000303.900,50.602,-24.035,-1456.075
nav,1700000304.000,52.199,-24.986,-1455.941
nav,1700000304.100,52.035,-24.515,-1455.366
nav,1700000304.200,51.321,-24.016,-1455.226
nav,1700000304.300,51.876,-23.954,-1455.883
nav,1700000304.400,50.971,-23.682,-1455.940
nav,1700000304.500,50.911,-24.193,-1455.434
nav,1700000304.600,50.295,-24.926,-1455.075
nav,1700000304.700,51.082,-24.896,-1455.104
nav,1700000304.800,50.942,-23.702,-1455.450
nav,1700000304.900,49.728,-23.960,-1455.071
nav,1700000305.000,50.048,-24.090,-1455.689
nav,1700000305.100,50.011,-23.765,-1455.001
nav,1700000305.200,49.655,-23.160,-1455.367
nav,1700000305.300,50.041,-24.367,-1454.453
nav,1700000305.400,49.817,-24.147,-1454.130
nav,1700000305.500,49.235,-24.439,-1455.101
nav,1700000305.600,49.366,-23.538,-1455.396
nav,1700000305.700,48.530,-23.898,-1455.074
nav,1700000305.800,49.579,-23.883,-1454.804
nav,1700000305.900,48.795,-24.183,-1454.223
nav,1700000306.000,47.166,-24.227,-1454.155
nav,1700000306.100,48.585,-24.387,-1455.078
nav,1700000306.200,47.884,-24.312,-1454.721
nav,1700000306.300,47.838,-24.272,-1455.523
nav,1700000306.400,46.549,-23.995,-1455.425
nav,1700000306.500,46.851,-24.696,-1453.626
nav,1700000306.600,47.883,-24.529,-1454.271
nav,1700000306.700,46.120,-24.155,-1453.451
nav,1700000306.800,46.167,-24.143,-1454.778
nav,1700000306.900,46.773,-25.632,-1454.481
nav,1700000307.000,45.977,-24.331,-1453.781
nav,1700000307.100,46.401,-24.706,-1453.120
nav,1700000307.200,44.888,-23.356,-1454.045
nav,1700000307.300,45.148,-24.205,-1454.090
nav,1700000307.400,45.304,-24.460,-1454.144
nav,1700000307.500,44.615,-24.608,-1454.389
nav,1700000307.600,44.225,-24.210,-1453.717
nav,1700000307.700,44.660,-23.013,-1454.992
nav,1700000307.800,44.635,-23.997,-1453.433
nav,1700000307.900,44.558,-24.082,-1453.708
nav,1700000308.000,43.628,-23.693,-1454.687
nav,1700000308.100,44.188,-24.012,-1453.945
nav,1700000308.200,43.484,-24.080,-1453.006
nav,1700000308.300,45.017,-23.390,-1453.891
nav,1700000308.400,43.515,-23.663,-1454.025
nav,1700000308.500,42.370,-24.032,-1453.112
nav,1700000308.600,41.994,-24.360,-1453.183
nav,1700000308.700,42.621,-23.292,-1454.129
nav,1700000308.800,43.576,-24.769,-1454.391
nav,1700000308.900,42.171,-24.567,-1453.350
nav,1700000309.000,41.963,-24.098,-1453.705
nav,1700000309.100,42.016,-24.159,-1452.686
nav,1700000309.200,41.510,-24.482,-1454.035
nav,1700000309.300,41.314,-24.635,-1453.820
nav,1700000309.400,41.464,-24.889,-1452.393
nav,1700000309.500,41.080,-24.022,-1453.570
nav,1700000309.600,41.182,-24.001,-1453.350
nav,1700000309.700,40.700,-24.841,-1453.778
nav,1700000309.800,39.840,-23.825,-1452.916
nav,1700000309.900,40.724,-24.460,-1452.581
nav,1700000310.000,39.943,-24.472,-1452.629
nav,1700000310.100,39.767,-24.315,-1452.755
nav,1700000310.200,39.535,-24.077,-1452.936
nav,1700000310.300,38.748,-23.963,-1453.085
nav,1700000310.400,38.690,-24.120,-1452.271
nav,1700000310.500,39.093,-24.266,-1452.877
nav,1700000310.600,39.118,-25.198,-1452.147
nav,1700000310.700,37.663,-24.708,-1452.757
nav,1700000310.800,39.485,-23.161,-1452.101
nav,1700000310.900,38.378,-24.931,-1452.330
nav,1700000311.000,37.725,-24.408,-1452.285
nav,1700000311.100,37.564,-23.565,-1453.284
nav,1700000311.200,37.638,-24.440,-1452.475
nav,1700000311.300,37.552,-24.559,-1452.142
nav,1700000311.400,37.094,-24.330,-1452.414
nav,1700000311.500,36.923,-24.384,-1452.129
nav,1700000311.600,36.661,-24.306,-1451.292
nav,1700000311.700,36.808,-24.191,-1451.969
nav,1700000311.800,35.887,-24.218,-1452.156
nav,1700000311.900,35.577,-23.806,-1452.203
nav,1700000312.000,35.822,-24.284,-1450.425
nav,1700000312.100,35.469,-25.034,-1452.659
nav,1700000312.200,35.980,-23.332,-1452.154
nav,1700000312.300,36.039,-23.629,-1451.862
nav,1700000312.400,35.070,-23.910,-1451.283
nav,1700000312.500,35.199,-24.338,-1451.764
nav,1700000312.600,35.791,-23.874,-1451.196
nav,1700000312.700,34.870,-23.863,-1451.531
nav,1700000312.800,34.849,-23.641,-1451.408
nav,1700000312.900,33.853,-23.807,-1451.528
nav,1700000313.000,33.846,-22.661,-1452.219
nav,1700000313.100,34.279,-24.431,-1451.338
nav,1700000313.200,34.884,-24.481,-1451.721
nav,1700000313.300,33.391,-24.424,-1450.871
nav,1700000313.400,32.933,-23.673,-1451.933
nav,1700000313.500,32.097,-24.114,-1452.007
nav,1700000313.600,33.559,-24.765,-1451.696
nav,1700000313.700,32.807,-24.293,-1451.891
nav,1700000313.800,33.420,-24.501,-1451.185
nav,1700000313.900,32.095,-23.645,-1450.811
nav,1700000314.000,31.587,-24.163,-1451.110
nav,1700000314.100,32.174,-24.584,-1449.943
nav,1700000314.200,31.220,-24.004,-1451.487
nav,1700000314.300,30.751,-24.437,-1451.347
nav,1700000314.400,30.993,-24.489,-1450.469
nav,1700000314.500,30.609,-24.447,-1450.968
nav,1700000314.600,31.296,-23.893,-1450.776
nav,1700000314.700,29.883,-24.571,-1451.321
nav,1700000314.800,31.053,-23.735,-1451.068
nav,1700000314.900,29.918,-24.413,-1451.035
nav,1700000315.000,30.230,-24.144,-1449.507
nav,1700000315.100,30.425,-23.345,-1450.167
nav,1700000315.200,29.389,-23.701,-1450.632
nav,1700000315.300,30.215,-23.798,-1450.282
nav,1700000315.400,29.264,-23.130,-1451.085
nav,1700000315.500,29.919,-24.093,-1451.026
nav,1700000315.600,28.424,-24.825,-1449.952
nav,1700000315.700,28.081,-23.916,-1449.667
nav,1700000315.800,28.064,-24.134,-1450.841
nav,1700000315.900,28.006,-22.713,-1449.756
nav,1700000316.000,27.868,-24.306,-1450.122
nav,1700000316.100,27.865,-24.210,-1449.791
nav,1700000316.200,27.123,-24.479,-1449.826
nav,1700000316.300,26.816,-23.635,-1449.974
nav,1700000316.400,26.286,-23.945,-1450.765
nav,1700000316.500,27.347,-24.124,-1448.953
nav,1700000316.600,27.336,-24.530,-1450.844
nav,1700000316.700,26.222,-24.611,-1448.877
nav,1700000316.800,26.395,-23.533,-1449.888
nav,1700000316.900,26.110,-24.016,-1449.148
nav,1700000317.000,26.156,-24.529,-1448.846
nav,1700000317.100,25.654,-24.228,-1451.028
nav,1700000317.200,25.917,-23.949,-1449.519
nav,1700000317.300,25.199,-24.288,-1449.710
nav,1700000317.400,25.432,-23.680,-1449.596
nav,1700000317.500,25.474,-24.039,-1449.689
nav,1700000317.600,24.899,-24.680,-1449.276
nav,1700000317.700,23.829,-24.514,-1450.358
nav,1700000317.800,24.312,-23.195,-1449.363
nav,1700000317.900,24.522,-22.824,-1449.059
nav,1700000318.000,23.617,-24.314,-1449.217
nav,1700000318.100,23.484,-24.279,-1448.681
nav,1700000318.200,24.113,-24.823,-1449.539
nav,1700000318.300,23.168,-23.700,-1448.514
nav,1700000318.400,24.551,-24.233,-1449.250
nav,1700000318.500,23.294,-24.341,-1449.069
nav,1700000318.600,22.592,-25.311,-1448.893
nav,1700000318.700,22.509,-23.364,-1448.909
nav,1700000318.800,21.773,-24.129,-1449.913
nav,1700000318.900,21.595,-23.682,-1448.948
nav,1700000319.000,22.461,-24.983,-1448.902
nav,1700000319.100,21.562,-23.522,-1448.401
nav,1700000319.200,21.921,-23.229,-1448.878
nav,1700000319.300,22.068,-24.522,-1449.191
nav,1700000319.400,21.576,-24.752,-1448.321
nav,1700000319.500,21.051,-23.464,-1448.594
nav,1700000319.600,20.828,-23.745,-1448.852
nav,1700000319.700,20.247,-23.763,-1448.492
nav,1700000319.800,20.196,-24.041,-1447.637
nav,1700000319.900,19.978,-24.236,-1449.245
nav,1700000320.000,19.979,-23.672,-1447.930
nav,1700000320.100,19.854,-23.522,-1447.940
nav,1700000320.200,20.156,-23.508,-1447.477
nav,1700000320.300,19.315,-24.664,-1447.888
nav,1700000320.400,19.590,-23.215,-1447.536
nav,1700000320.500,19.973,-23.690,-1448.019
nav,1700000320.600,18.108,-23.846,-1448.367
nav,1700000320.700,18.706,-23.973,-1447.812
nav,1700000320.800,18.351,-23.532,-1449.367
nav,1700000320.900,18.295,-23.399,-1447.028
nav,1700000321.000,18.366,-23.158,-1447.835
nav,1700000321.100,17.801,-23.735,-1447.879
nav,1700000321.200,17.209,-24.258,-1448.391
nav,1700000321.300,17.664,-23.994,-1447.972
nav,1700000321.400,16.917,-23.747,-1447.360
nav,1700000321.500,16.435,-24.644,-1447.230
nav,1700000321.600,16.112,-23.726,-1446.856
nav,1700000321.700,17.410,-23.631,-1447.268
nav,1700000321.800,17.526,-25.167,-1447.812
nav,1700000321.900,16.624,-24.169,-1446.918
nav,1700000322.000,15.980,-23.934,-1447.633
nav,1700000322.100,15.539,-24.274,-1447.318
nav,1700000322.200,15.213,-23.523,-1447.085
nav,1700000322.300,15.950,-24.564,-1448.219
nav,1700000322.400,15.198,-22.551,-1446.694
nav,1700000322.500,14.723,-23.788,-1446.921
nav,1700000322.600,14.116,-23.315,-1447.327
nav,1700000322.700,14.555,-23.988,-1446.629
nav,1700000322.800,14.022,-24.853,-1446.998
nav,1700000322.900,13.178,-24.151,-1446.524
nav,1700000323.000,14.290,-23.479,-1446.766
nav,1700000323.100,15.005,-24.294,-1446.835
nav,1700000323.200,13.381,-23.522,-1447.023
nav,1700000323.300,14.259,-24.265,-1446.247
nav,1700000323.400,13.497,-24.016,-1446.638
nav,1700000323.500,13.131,-23.822,-1446.971
nav,1700000323.600,12.449,-24.168,-1447.668
nav,1700000323.700,13.021,-24.618,-1446.893
nav,1700000323.800,12.724,-23.580,-1447.631
nav,1700000323.900,12.154,-23.770,-1446.676
nav,1700000324.000,12.672,-24.411,-1447.685
nav,1700000324.100,12.205,-24.269,-1447.499
nav,1700000324.200,11.521,-23.385,-1447.210
nav,1700000324.300,12.568,-24.419,-1446.493
nav,1700000324.400,10.590,-23.979,-1446.563
nav,1700000324.500,10.255,-22.587,-1446.702
nav,1700000324.600,10.553,-23.515,-1445.507
nav,1700000324.700,11.163,-24.601,-1446.266
nav,1700000324.800,9.459,-23.549,-1447.149
nav,1700000324.900,9.798,-24.002,-1446.068
nav,1700000325.000,9.870,-23.240,-1445.888
nav,1700000325.100,10.122,-24.615,-1445.360
nav,1700000325.200,9.198,-23.131,-1445.157
nav,1700000325.300,9.656,-23.484,-1447.669
nav,1700000325.400,9.102,-23.449,-1445.625
nav,1700000325.500,8.390,-24.147,-1447.315
nav,1700000325.600,9.006,-24.942,-1445.441
nav,1700000325.700,9.191,-24.237,-1445.705
nav,1700000325.800,8.291,-23.879,-1446.499
nav,1700000325.900,8.511,-24.821,-1446.800
nav,1700000326.000,7.939,-24.106,-1445.708
nav,1700000326.100,7.475,-23.057,-1445.724
nav,1700000326.200,7.716,-23.901,-1445.262
nav,1700000326.300,7.688,-23.779,-1445.356
nav,1700000326.400,6.288,-24.893,-1445.722
nav,1700000326.500,6.901,-23.710,-1445.633
nav,1700000326.600,7.091,-24.623,-1445.609
nav,1700000326.700,5.929,-23.807,-1446.503
nav,1700000326.800,6.574,-24.734,-1445.715
nav,1700000326.900,6.647,-23.886,-1446.307
nav,1700000327.000,5.664,-24.751,-1446.291
nav,1700000327.100,5.859,-23.720,-1445.184
nav,1700000327.200,5.901,-24.006,-1445.501
nav,1700000327.300,4.863,-24.220,-1445.985
nav,1700000327.400,4.777,-23.956,-1445.344
nav,1700000327.500,6.532,-24.673,-1445.308
nav,1700000327.600,4.088,-24.194,-1445.380
nav,1700000327.700,5.022,-24.225,-1445.262
nav,1700000327.800,4.185,-24.701,-1445.453
nav,1700000327.900,4.009,-23.963,-1444.808
nav,1700000328.000,3.883,-24.126,-1445.909
nav,1700000328.100,4.070,-24.348,-1444.636
nav,1700000328.200,4.258,-24.094,-1445.482
nav,1700000328.300,3.392,-23.826,-1445.089
nav,1700000328.400,2.918,-23.718,-1444.643
nav,1700000328.500,2.827,-24.827,-1444.625
nav,1700000328.600,2.416,-23.893,-1444.739
nav,1700000328.700,1.656,-23.959,-1444.518
nav,1700000328.800,2.719,-23.941,-1445.725
nav,1700000328.900,2.839,-23.794,-1445.299
nav,1700000329.000,1.606,-23.884,-1444.319
nav,1700000329.100,1.556,-23.587,-1445.517
nav,1700000329.200,1.079,-25.032,-1445.030
nav,1700000329.300,2.154,-22.971,-1444.426
nav,1700000329.400,0.881,-24.111,-1444.268
nav,1700000329.500,0.219,-24.286,-1443.749
nav,1700000329.600,0.277,-24.375,-1444.421
nav,1700000329.700,0.742,-24.313,-1444.351
nav,1700000329.800,0.704,-23.019,-1444.414
nav,1700000329.900,0.179,-23.236,-1444.588
nav,1700000330.000,-0.662,-23.875,-1443.737
nav,1700000330.100,-0.019,-24.049,-1444.961
nav,1700000330.200,-0.429,-23.383,-1444.816
nav,1700000330.300,-0.722,-24.194,-1444.510
nav,1700000330.400,-0.676,-23.778,-1443.906
nav,1700000330.500,-1.488,-24.823,-1443.954
nav,1700000330.600,-1.453,-23.081,-1443.105
nav,1700000330.700,-0.405,-24.470,-1443.725
nav,1700000330.800,-1.165,-23.621,-1444.149
nav,1700000330.900,-1.160,-24.000,-1443.870
nav,1700000331.000,-2.769,-23.678,-1444.027
nav,1700000331.100,-1.968,-23.882,-1443.769
nav,1700000331.200,-2.423,-23.607,-1443.921
nav,1700000331.300,-3.328,-23.716,-1444.189
nav,1700000331.400,-3.462,-24.511,-1443.605
nav,1700000331.500,-3.048,-25.066,-1443.901
nav,1700000331.600,-2.615,-24.226,-1443.755
nav,1700000331.700,-2.879,-23.602,-1443.124
nav,1700000331.800,-4.986,-23.133,-1443.280
nav,1700000331.900,-2.569,-24.391,-1444.443
nav,1700000332.000,-3.996,-24.138,-1443.197
nav,1700000332.100,-3.663,-24.044,-1443.608
nav,1700000332.200,-4.139,-24.128,-1443.620
nav,1700000332.300,-4.081,-23.370,-1442.872
nav,1700000332.400,-4.884,-25.070,-1443.451
nav,1700000332.500,-5.379,-24.065,-1443.676
nav,1700000332.600,-5.210,-24.520,-1443.944
nav,1700000332.700,-4.789,-24.485,-1443.267
nav,1700000332.800,-5.123,-23.543,-1442.833
nav,1700000332.900,-5.649,-23.638,-1442.508
nav,1700000333.000,-5.787,-24.919,-1443.422
nav,1700000333.100,-5.852,-24.314,-1442.312
nav,1700000333.200,-6.432,-23.957,-1442.523
nav,1700000333.300,-6.691,-23.912,-1442.600
nav,1700000333.400,-7.536,-24.143,-1442.599
nav,1700000333.500,-6.967,-23.266,-1443.765
nav,1700000333.600,-8.045,-23.615,-1442.508
nav,1700000333.700,-7.497,-23.800,-1442.533
nav,1700000333.800,-8.007,-24.353,-1442.775
nav,1700000333.900,-7.348,-24.583,-1442.933
nav,1700000334.000,-8.122,-23.791,-1442.802
nav,1700000334.100,-8.473,-23.376,-1443.032
nav,1700000334.200,-8.546,-24.796,-1443.084
nav,1700000334.300,-8.342,-23.840,-1442.392
nav,1700000334.400,-8.525,-22.956,-1443.030
nav,1700000334.500,-9.810,-24.525,-1442.972
nav,1700000334.600,-9.687,-23.953,-1441.959
nav,1700000334.700,-8.630,-23.748,-1441.479
nav,1700000334.800,-9.778,-24.816,-1441.988
nav,1700000334.900,-10.719,-24.378,-1442.220
nav,1700000335.000,-10.051,-24.095,-1443.035
nav,1700000335.100,-10.205,-23.498,-1442.400
nav,1700000335.200,-10.815,-24.624,-1442.779
nav,1700000335.300,-10.404,-23.828,-1442.740
nav,1700000335.400,-11.905,-23.790,-1442.754
nav,1700000335.500,-10.655,-24.378,-1442.764
nav,1700000335.600,-11.123,-22.821,-1441.861
nav,1700000335.700,-11.332,-23.821,-1443.077
nav,1700000335.800,-12.161,-25.255,-1441.302
nav,1700000335.900,-11.036,-23.804,-1442.065
nav,1700000336.000,-12.776,-24.110,-1441.201
nav,1700000336.100,-12.134,-24.282,-1442.942
nav,1700000336.200,-11.710,-24.035,-1442.907
nav,1700000336.300,-13.062,-24.639,-1442.061
nav,1700000336.400,-12.696,-24.252,-1441.572
nav,1700000336.500,-12.961,-23.469,-1442.105
nav,1700000336.600,-11.677,-24.282,-1442.344
nav,1700000336.700,-13.913,-24.105,-1442.719
nav,1700000336.800,-13.453,-24.953,-1441.744
nav,1700000336.900,-14.476,-24.191,-1441.489
nav,1700000337.000,-12.848,-24.539,-1441.833
nav,1700000337.100,-14.562,-24.435,-1442.081
nav,1700000337.200,-13.988,-24.244,-1440.566
nav,1700000337.300,-14.392,-24.505,-1441.840
nav,1700000337.400,-15.201,-23.600,-1442.443
nav,1700000337.500,-15.670,-24.296,-1441.249
nav,1700000337.600,-14.583,-23.310,-1441.292
nav,1700000337.700,-15.441,-23.603,-1442.096
nav,1700000337.800,-16.522,-23.782,-1441.993
nav,1700000337.900,-15.833,-23.940,-1441.333
nav,1700000338.000,-15.531,-23.584,-1441.327
nav,1700000338.100,-16.421,-23.946,-1441.690
nav,1700000338.200,-16.498,-22.691,-1441.267
nav,1700000338.300,-16.375,-24.353,-1440.816
nav,1700000338.400,-16.420,-23.616,-1441.186
nav,1700000338.500,-16.483,-23.364,-1441.119
nav,1700000338.600,-17.257,-23.553,-1441.680
nav,1700000338.700,-17.759,-24.027,-1442.066
nav,1700000338.800,-17.186,-24.481,-1441.399
nav,1700000338.900,-17.907,-23.980,-1441.302
nav,1700000339.000,-18.034,-24.030,-1441.322
nav,1700000339.100,-18.587,-23.459,-1442.118
nav,1700000339.200,-18.503,-24.234,-1440.824
nav,1700000339.300,-19.327,-24.250,-1441.053
nav,1700000339.400,-18.265,-23.834,-1441.561
nav,1700000339.500,-19.244,-23.557,-1441.538
nav,1700000339.600,-19.239,-24.005,-1441.099
nav,1700000339.700,-18.052,-24.206,-1440.649
nav,1700000339.800,-19.983,-23.736,-1440.407
nav,1700000339.900,-20.094,-24.027,-1441.258
nav,1700000340.000,-20.572,-23.482,-1441.056
nav,1700000340.100,-21.407,-23.117,-1441.149
nav,1700000340.200,-20.523,-23.180,-1440.787
nav,1700000340.300,-20.682,-24.614,-1441.502
nav,1700000340.400,-20.883,-23.819,-1440.501
nav,1700000340.500,-21.241,-23.990,-1441.541
nav,1700000340.600,-20.970,-23.919,-1439.605
nav,1700000340.700,-21.396,-24.471,-1440.586
nav,1700000340.800,-21.764,-23.783,-1440.516
nav,1700000340.900,-22.430,-24.818,-1440.367
nav,1700000341.000,-21.308,-23.960,-1440.061
nav,1700000341.100,-21.694,-23.867,-1440.844
nav,1700000341.200,-22.302,-23.396,-1440.141
nav,1700000341.300,-22.226,-24.231,-1440.477
nav,1700000341.400,-22.859,-24.026,-1439.761
nav,1700000341.500,-24.174,-23.985,-1440.354
nav,1700000341.600,-23.886,-23.664,-1440.646
nav,1700000341.700,-23.579,-23.076,-1439.749
nav,1700000341.800,-23.313,-23.810,-1440.306
nav,1700000341.900,-22.800,-23.599,-1440.568
nav,1700000342.000,-24.700,-23.717,-1440.191
nav,1700000342.100,-24.914,-23.786,-1440.268
nav,1700000342.200,-24.135,-23.779,-1440.408
nav,1700000342.300,-24.284,-24.249,-1440.290
nav,1700000342.400,-25.066,-23.435,-1440.184
nav,1700000342.500,-24.314,-23.108,-1440.384
nav,1700000342.600,-26.660,-23.478,-1440.156
nav,1700000342.700,-25.833,-24.294,-1440.162
nav,1700000342.800,-24.951,-23.920,-1439.284
nav,1700000342.900,-25.553,-24.155,-1440.091
nav,1700000343.000,-25.719,-23.590,-1439.369
nav,1700000343.100,-26.331,-23.912,-1439.546
nav,1700000343.200,-26.592,-24.567,-1440.212
nav,1700000343.300,-26.721,-23.669,-1439.150
nav,1700000343.400,-27.478,-24.299,-1439.929
nav,1700000343.500,-26.603,-24.264,-1439.936
nav,1700000343.600,-27.906,-23.758,-1439.773
nav,1700000343.700,-27.727,-24.130,-1439.100
nav,1700000343.800,-28.102,-24.421,-1439.009
nav,1700000343.900,-27.762,-23.665,-1439.406
nav,1700000344.000,-28.018,-24.174,-1439.162
nav,1700000344.100,-27.619,-23.458,-1440.142
nav,1700000344.200,-27.748,-24.179,-1439.899
nav,1700000344.300,-28.685,-23.584,-1439.223
nav,1700000344.400,-28.928,-23.581,-1439.395
nav,1700000344.500,-29.286,-24.354,-1439.231
nav,1700000344.600,-29.241,-24.688,-1438.985
nav,1700000344.700,-29.640,-23.204,-1440.082
nav,1700000344.800,-29.690,-24.350,-1439.840
nav,1700000344.900,-30.043,-23.115,-1439.253
nav,1700000345.000,-30.396,-24.914,-1440.158
nav,1700000345.100,-30.468,-24.317,-1439.381
nav,1700000345.200,-31.536,-24.046,-1438.728
nav,1700000345.300,-29.789,-24.947,-1439.615
nav,1700000345.400,-31.227,-23.927,-1439.797
nav,1700000345.500,-30.159,-23.978,-1439.221
nav,1700000345.600,-30.404,-24.008,-1438.932
nav,1700000345.700,-31.775,-24.685,-1439.410
nav,1700000345.800,-30.507,-23.683,-1438.941
nav,1700000345.900,-32.288,-23.544,-1439.730
nav,1700000346.000,-32.784,-24.279,-1438.047
nav,1700000346.100,-31.251,-24.226,-1439.334
nav,1700000346.200,-33.220,-23.961,-1438.890
nav,1700000346.300,-32.205,-23.545,-1439.043
nav,1700000346.400,-32.522,-24.350,-1438.649
nav,1700000346.500,-33.254,-23.770,-1438.701
nav,1700000346.600,-33.166,-23.603,-1439.649
nav,1700000346.700,-33.932,-24.135,-1439.560
nav,1700000346.800,-33.803,-24.187,-1438.157
nav,1700000346.900,-33.729,-23.485,-1438.635
nav,1700000347.000,-34.268,-23.933,-1438.395
nav,1700000347.100,-33.603,-24.066,-1439.557
nav,1700000347.200,-35.259,-24.163,-1439.876
nav,1700000347.300,-33.702,-23.702,-1438.999
nav,1700000347.400,-35.355,-23.486,-1439.212
nav,1700000347.500,-35.509,-24.383,-1438.573
nav,1700000347.600,-34.890,-23.404,-1438.082
nav,1700000347.700,-35.400,-23.490,-1438.914
nav,1700000347.800,-36.510,-24.336,-1438.956
nav,1700000347.900,-36.116,-24.480,-1438.758
nav,1700000348.000,-35.690,-23.142,-1439.365
nav,1700000348.100,-36.844,-24.396,-1438.095
nav,1700000348.200,-36.502,-24.362,-1438.094
nav,1700000348.300,-36.122,-24.009,-1438.835
nav,1700000348.400,-36.665,-24.117,-1438.523
nav,1700000348.500,-37.256,-23.538,-1438.252
nav,1700000348.600,-36.682,-23.332,-1438.123
nav,1700000348.700,-37.653,-23.480,-1438.095
nav,1700000348.800,-36.298,-23.845,-1437.954
nav,1700000348.900,-37.655,-24.050,-1438.408
nav,1700000349.000,-37.853,-23.739,-1437.677
nav,1700000349.100,-38.046,-24.231,-1438.393
nav,1700000349.200,-39.061,-23.169,-1438.476
nav,1700000349.300,-38.116,-23.862,-1438.030
nav,1700000349.400,-38.859,-24.394,-1438.642
nav,1700000349.500,-38.136,-23.943,-1437.571
nav,1700000349.600,-38.508,-24.205,-1437.898
nav,1700000349.700,-39.377,-24.579,-1438.178
nav,1700000349.800,-39.306,-24.250,-1438.224
nav,1700000349.900,-39.887,-22.944,-1438.955
nav,1700000350.000,-39.749,-24.127,-1438.335
nav,1700000350.100,-40.339,-23.666,-1437.629
nav,1700000350.200,-40.307,-23.454,-1437.333
nav,1700000350.300,-40.192,-24.273,-1437.697
nav,1700000350.400,-40.550,-24.408,-1438.706
nav,1700000350.500,-42.011,-23.965,-1437.749
nav,1700000350.600,-41.791,-23.477,-1437.798
nav,1700000350.700,-40.725,-23.815,-1438.385
nav,1700000350.800,-41.371,-23.665,-1438.102
nav,1700000350.900,-42.521,-23.950,-1438.306
nav,1700000351.000,-41.440,-24.204,-1436.921
nav,1700000351.100,-43.262,-23.933,-1437.046
nav,1700000351.200,-42.845,-24.080,-1437.939
nav,1700000351.300,-42.942,-23.878,-1438.363
nav,1700000351.400,-42.855,-23.742,-1437.801
nav,1700000351.500,-43.500,-23.485,-1437.306
nav,1700000351.600,-43.721,-24.647,-1438.124
nav,1700000351.700,-43.127,-23.862,-1437.231
nav,1700000351.800,-43.763,-24.462,-1437.145
nav,1700000351.900,-44.077,-23.907,-1438.357
nav,1700000352.000,-44.285,-23.495,-1437.919
nav,1700000352.100,-43.793,-25.166,-1437.818
nav,1700000352.200,-44.486,-23.129,-1438.101
nav,1700000352.300,-44.265,-23.472,-1437.856
nav,1700000352.400,-44.987,-23.929,-1438.215
nav,1700000352.500,-45.228,-23.362,-1437.191
nav,1700000352.600,-45.278,-23.943,-1437.141
nav,1700000352.700,-45.014,-24.278,-1436.642
nav,1700000352.800,-44.942,-23.661,-1437.810
nav,1700000352.900,-46.310,-24.163,-1437.337
nav,1700000353.000,-46.884,-23.753,-1436.703
nav,1700000353.100,-45.912,-24.338,-1437.723
nav,1700000353.200,-46.250,-24.077,-1437.083
nav,1700000353.300,-46.299,-23.454,-1437.850
nav,1700000353.400,-46.689,-24.182,-1437.313
nav,1700000353.500,-46.568,-23.513,-1436.544
nav,1700000353.600,-46.987,-24.055,-1437.349
nav,1700000353.700,-48.267,-23.330,-1437.363
nav,1700000353.800,-47.347,-23.661,-1437.804
nav,1700000353.900,-48.262,-23.226,-1437.016
nav,1700000354.000,-48.290,-24.063,-1436.598
nav,1700000354.100,-47.733,-24.733,-1436.304
nav,1700000354.200,-47.917,-24.076,-1437.697
