# timestamp,sensor,value,x,y,z
86.000,turbidity,0.751165,-19.563,-7.949,-102.205
86.000,h2s,0.584521,-19.563,-7.949,-102.205
86.000,ph,7.947561,-19.563,-7.949,-102.205
86.200,temperature,2.270815,-19.605,-7.591,-102.098
86.250,turbidity,0.735217,-19.616,-7.500,-102.071
86.400,temperature,2.352269,-19.646,-7.226,-101.990
86.500,turbidity,0.177133,-19.665,-7.042,-101.935
86.500,h2s,0.483367,-19.665,-7.042,-101.935
86.600,temperature,2.339426,-19.684,-6.856,-101.881
86.750,turbidity,0.333001,-19.711,-6.576,-101.800
86.800,temperature,2.361661,-19.720,-6.481,-101.772
87.000,temperature,2.267938,-19.754,-6.101,-101.663
87.000,turbidity,0.716160,-19.754,-6.101,-101.663
87.000,h2s,0.627939,-19.754,-6.101,-101.663
87.000,ph,7.947474,-19.754,-6.101,-101.663
87.200,temperature,2.336188,-19.785,-5.716,-101.554
87.250,turbidity,0.845445,-19.793,-5.619,-101.526
87.400,temperature,2.403336,-19.815,-5.327,-101.444
87.500,turbidity,0.120329,-19.829,-5.130,-101.389
87.500,h2s,0.886785,-19.829,-5.130,-101.389
87.600,temperature,2.392920,-19.842,-4.933,-101.334
87.750,turbidity,1.305071,-19.861,-4.635,-101.251
87.800,temperature,2.382090,-19.867,-4.536,-101.224
88.000,temperature,2.441708,-19.890,-4.135,-101.113
88.000,turbidity,0.909309,-19.890,-4.135,-101.113
88.000,h2s,0.654535,-19.890,-4.135,-101.113
88.000,ph,7.905250,-19.890,-4.135,-101.113
88.200,temperature,2.506669,-19.911,-3.730,-101.003
88.250,turbidity,0.763017,-19.916,-3.629,-100.975
88.400,temperature,2.550602,-19.930,-3.323,-100.892
88.500,turbidity,0.920526,-19.938,-3.119,-100.836
88.500,h2s,1.142776,-19.938,-3.119,-100.836
88.600,temperature,2.441199,-19.946,-2.914,-100.781
88.750,turbidity,0.630281,-19.957,-2.605,-100.697
88.800,temperature,2.556190,-19.961,-2.502,-100.669
89.000,temperature,2.572096,-19.973,-2.088,-100.558
89.000,turbidity,0.857420,-19.973,-2.088,-100.558
89.000,h2s,1.056974,-19.973,-2.088,-100.558
89.000,ph,7.961048,-19.973,-2.088,-100.558
89.200,temperature,2.608308,-19.982,-1.672,-100.447
89.250,turbidity,0.917129,-19.985,-1.568,-100.419
89.400,temperature,2.560392,-19.990,-1.255,-100.335
89.500,turbidity,1.205072,-19.993,-1.046,-100.279
89.500,h2s,1.273506,-19.993,-1.046,-100.279
89.600,temperature,2.579209,-19.996,-0.837,-100.223
89.750,turbidity,0.784681,-19.998,-0.523,-100.140
89.800,temperature,2.712925,-19.999,-0.419,-100.112
90.000,temperature,2.541142,-20.000,-0.000,-100.000
90.000,turbidity,0.423103,-20.000,-0.000,-100.000
90.000,h2s,1.242533,-20.000,-0.000,-100.000
90.000,ph,7.908349,-20.000,-0.000,-100.000
90.200,temperature,2.638757,-19.999,0.419,-99.888
90.250,turbidity,0.591262,-19.998,0.523,-99.860
90.400,temperature,2.672699,-19.996,0.837,-99.777
90.500,turbidity,0.785774,-19.993,1.046,-99.721
90.500,h2s,0.916556,-19.993,1.046,-99.721
90.600,temperature,2.688683,-19.990,1.255,-99.665
90.750,turbidity,0.473523,-19.985,1.568,-99.581
90.800,temperature,2.679994,-19.982,1.672,-99.553
91.000,temperature,2.745583,-19.973,2.088,-99.442
91.000,turbidity,0.578928,-19.973,2.088,-99.442
91.000,h2s,1.253040,-19.973,2.088,-99.442
91.000,ph,7.922600,-19.973,2.088,-99.442
91.200,temperature,2.747255,-19.961,2.502,-99.331
91.250,turbidity,0.615579,-19.957,2.605,-99.303
91.400,temperature,2.724803,-19.946,2.914,-99.219
91.500,turbidity,0.782553,-19.938,3.119,-99.164
91.500,h2s,1.481245,-19.938,3.119,-99.164
91.600,temperature,2.703748,-19.930,3.323,-99.108
91.750,turbidity,1.032246,-19.916,3.629,-99.025
91.800,temperature,2.724573,-19.911,3.730,-98.997
92.000,temperature,2.738671,-19.890,4.135,-98.887
92.000,turbidity,0.769408,-19.890,4.135,-98.887
92.000,h2s,1.306740,-19.890,4.135,-98.887
92.000,ph,7.933982,-19.890,4.135,-98.887
92.200,temperature,2.695321,-19.867,4.536,-98.776
92.250,turbidity,1.051868,-19.861,4.635,-98.749
92.400,temperature,2.756899,-19.842,4.933,-98.666
92.500,turbidity,0.872989,-19.829,5.130,-98.611
92.500,h2s,1.266039,-19.829,5.130,-98.611
92.600,temperature,2.773266,-19.815,5.327,-98.556
92.750,turbidity,0.586961,-19.793,5.619,-98.474
92.800,temperature,2.789151,-19.785,5.716,-98.446
93.000,temperature,2.777721,-19.754,6.101,-98.337
93.000,turbidity,0.974066,-19.754,6.101,-98.337
93.000,h2s,1.265548,-19.754,6.101,-98.337
93.000,ph,7.951480,-19.754,6.101,-98.337
93.200,temperature,2.684758,-19.720,6.481,-98.228
93.250,turbidity,0.919426,-19.711,6.576,-98.200
93.400,temperature,2.696731,-19.684,6.856,-98.119
93.500,turbidity,1.037962,-19.665,7.042,-98.065
93.500,h2s,0.854703,-19.665,7.042,-98.065
93.600,temperature,2.671718,-19.646,7.226,-98.010
93.750,turbidity,1.095678,-19.616,7.500,-97.929
93.800,temperature,2.660062,-19.605,7.591,-97.902
94.000,temperature,2.644850,-19.563,7.949,-97.795
94.000,turbidity,1.231201,-19.563,7.949,-97.795
94.000,h2s,1.379818,-19.563,7.949,-97.795
94.000,ph,7.939587,-19.563,7.949,-97.795
94.200,temperature,2.644201,-19.518,8.301,-97.688
94.250,turbidity,0.997248,-19.507,8.388,-97.661
94.400,temperature,2.689243,-19.472,8.646,-97.581
94.500,turbidity,0.873823,-19.447,8.817,-97.528
94.500,h2s,0.667560,-19.447,8.817,-97.528
94.600,temperature,2.633297,-19.423,8.985,-97.475
94.750,turbidity,1.002175,-19.385,9.235,-97.395
94.800,temperature,2.546983,-19.372,9.317,-97.369
95.000,temperature,2.638230,-19.319,9.642,-97.264
95.000,turbidity,0.671345,-19.319,9.642,-97.264
95.000,h2s,1.320094,-19.319,9.642,-97.264
95.000,ph,7.922433,-19.319,9.642,-97.264
95.200,temperature,2.588564,-19.263,9.959,-97.159
95.250,turbidity,0.641994,-19.249,10.037,-97.133
95.400,temperature,2.589461,-19.206,10.268,-97.055
95.500,turbidity,1.231407,-19.176,10.420,-97.003
95.500,h2s,0.926347,-19.176,10.420,-97.003
95.600,temperature,2.566585,-19.146,10.570,-96.951
95.750,turbidity,0.618285,-19.100,10.790,-96.874
95.800,temperature,2.556435,-19.085,10.863,-96.848
96.000,temperature,2.546717,-19.021,11.147,-96.746
96.000,turbidity,0.525952,-19.021,11.147,-96.746
96.000,h2s,1.034568,-19.021,11.147,-96.746
96.000,ph,7.948606,-19.021,11.147,-96.746
96.200,temperature,2.429796,-18.955,11.423,-96.644
96.250,turbidity,0.935852,-18.939,11.491,-96.619
96.400,temperature,2.528764,-18.888,11.690,-96.543
96.500,turbidity,0.629784,-18.853,11.820,-96.493
96.500,h2s,0.542947,-18.853,11.820,-96.493
96.600,temperature,2.458774,-18.818,11.948,-96.443
96.750,turbidity,1.003712,-18.764,12.135,-96.368
96.800,temperature,2.460287,-18.746,12.197,-96.343
97.000,temperature,2.475161,-18.672,12.436,-96.244
97.000,turbidity,1.117927,-18.672,12.436,-96.244
97.000,h2s,1.013550,-18.672,12.436,-96.244
97.000,ph,7.978672,-18.672,12.436,-96.244
97.200,temperature,2.547562,-18.596,12.665,-96.146
97.250,turbidity,0.533509,-18.576,12.721,-96.122
97.400,temperature,2.408789,-18.517,12.884,-96.048
97.500,turbidity,0.945868,-18.478,12.990,-96.000
97.500,h2s,0.945156,-18.478,12.990,-96.000
97.600,temperature,2.450070,-18.437,13.094,-95.952
97.750,turbidity,0.565576,-18.376,13.244,-95.880
97.800,temperature,2.432785,-18.355,13.293,-95.856
98.000,temperature,2.486329,-18.271,13.482,-95.761
98.000,turbidity,0.667808,-18.271,13.482,-95.761
98.000,h2s,0.908322,-18.271,13.482,-95.761
98.000,ph,7.935309,-18.271,13.482,-95.761
98.200,temperature,2.421340,-18.185,13.660,-95.666
98.250,turbidity,0.827648,-18.163,13.703,-95.643
98.400,temperature,2.442863,-18.097,13.828,-95.573
98.500,turbidity,0.573236,-18.052,13.908,-95.526
98.500,h2s,0.424490,-18.052,13.908,-95.526
98.600,temperature,2.378834,-18.006,13.985,-95.480
98.750,turbidity,0.795994,-17.937,14.095,-95.411
98.800,temperature,2.482077,-17.914,14.131,-95.389
99.000,temperature,2.354965,-17.820,14.266,-95.298
99.000,turbidity,0.684874,-17.820,14.266,-95.298
99.000,h2s,0.634091,-17.820,14.266,-95.298
99.000,ph,7.921533,-17.820,14.266,-95.298
99.200,temperature,2.448914,-17.724,14.390,-95.208
99.250,turbidity,0.981835,-17.700,14.419,-95.185
99.400,temperature,2.438167,-17.626,14.502,-95.119
99.500,turbidity,0.983491,-17.576,14.554,-95.075
99.500,h2s,0.861718,-17.576,14.554,-95.075
99.600,temperature,2.447408,-17.526,14.604,-95.031
99.750,turbidity,0.574993,-17.450,14.672,-94.965
99.800,temperature,2.361564,-17.424,14.694,-94.944
100.000,temperature,2.420880,-17.321,14.772,-94.858
100.000,turbidity,0.835394,-17.321,14.772,-94.858
100.000,h2s,1.021039,-17.321,14.772,-94.858
100.000,ph,7.932115,-17.321,14.772,-94.858
100.200,temperature,2.484974,-17.215,14.839,-94.773
100.250,turbidity,1.039782,-17.188,14.854,-94.752
100.400,temperature,2.537866,-17.107,14.894,-94.689
100.500,turbidity,0.445028,-17.053,14.918,-94.647
100.500,h2s,0.648716,-17.053,14.918,-94.647
100.600,temperature,2.450701,-16.998,14.938,-94.606
100.750,turbidity,0.700959,-16.915,14.963,-94.544
100.800,temperature,2.503989,-16.887,14.970,-94.524
101.000,temperature,2.483160,-16.773,14.991,-94.443
101.000,turbidity,0.841311,-16.773,14.991,-94.443
101.000,h2s,0.693028,-16.773,14.991,-94.443
101.000,ph,7.953307,-16.773,14.991,-94.443
101.200,temperature,2.486247,-16.658,15.000,-94.363
101.250,turbidity,0.452883,-16.629,15.000,-94.343
101.400,temperature,2.482809,-16.542,14.997,-94.284
101.500,turbidity,1.292927,-16.483,14.991,-94.245
101.500,h2s,0.982570,-16.483,14.991,-94.245
101.600,temperature,2.519865,-16.423,14.982,-94.207
101.750,turbidity,14.906915,-16.333,14.963,-94.149
101.800,temperature,2.571407,-16.303,14.956,-94.130
102.000,temperature,2.596069,-16.180,14.918,-94.055
102.000,turbidity,0.620103,-16.180,14.918,-94.055
102.000,h2s,1.475460,-16.180,14.918,-94.055
102.000,ph,7.926872,-16.180,14.918,-94.055
102.200,temperature,2.519214,-16.056,14.868,-93.981
102.250,turbidity,1.246387,-16.025,14.854,-93.962
102.400,temperature,2.581158,-15.931,14.807,-93.908
102.500,turbidity,1.014182,-15.867,14.772,-93.872
102.500,h2s,0.972597,-15.867,14.772,-93.872
102.600,temperature,2.581944,-15.803,14.734,-93.836
102.750,turbidity,0.764063,-15.706,14.672,-93.783
102.800,temperature,2.667807,-15.674,14.650,-93.765
103.000,temperature,2.682628,-15.543,14.554,-93.696
103.000,turbidity,0.519115,-15.543,14.554,-93.696
103.000,h2s,1.149665,-15.543,14.554,-93.696
103.000,ph,7.915754,-15.543,14.554,-93.696
103.200,temperature,2.754294,-15.410,14.447,-93.628
103.250,turbidity,0.843757,-15.377,14.419,-93.611
103.400,temperature,2.799505,-15.276,14.329,-93.561
103.500,turbidity,0.660063,-15.208,14.266,-93.528
103.500,h2s,1.284871,-15.208,14.266,-93.528
103.600,temperature,2.719561,-15.140,14.200,-93.495
103.750,turbidity,1.004297,-15.037,14.095,-93.447
103.800,temperature,2.766508,-15.002,14.059,-93.431
104.000,temperature,2.930880,-14.863,13.908,-93.368
104.000,turbidity,0.159389,-14.863,13.908,-93.368
104.000,h2s,1.568781,-14.863,13.908,-93.368
104.000,ph,7.902187,-14.863,13.908,-93.368
104.200,temperature,3.051570,-14.722,13.745,-93.306
104.250,turbidity,1.031747,-14.686,13.703,-93.291
104.400,temperature,3.034220,-14.579,13.572,-93.245
104.500,turbidity,1.146692,-14.507,13.482,-93.216
104.500,h2s,2.093021,-14.507,13.482,-93.216
104.600,temperature,3.106391,-14.435,13.389,-93.186
104.750,turbidity,0.980965,-14.326,13.244,-93.143
104.800,temperature,3.262707,-14.289,13.195,-93.128
105.000,temperature,3.341966,-14.142,12.990,-93.072
105.000,turbidity,1.051157,-14.142,12.990,-93.072
105.000,h2s,2.171821,-14.142,12.990,-93.072
105.000,ph,7.827831,-14.142,12.990,-93.072
105.200,temperature,3.350533,-13.993,12.776,-93.017
105.250,turbidity,1.056268,-13.956,12.721,-93.003
105.400,temperature,3.538778,-13.843,12.551,-92.963
105.500,turbidity,1.230068,-13.767,12.436,-92.936
105.500,h2s,3.104064,-13.767,12.436,-92.936
105.600,temperature,3.581010,-13.691,12.317,-92.910
105.750,turbidity,1.790055,-13.576,12.135,-92.872
105.800,temperature,3.717962,-13.538,12.073,-92.859
106.000,temperature,3.833994,-13.383,11.820,-92.810
106.000,turbidity,1.690894,-13.383,11.820,-92.810
106.000,h2s,3.134193,-13.383,11.820,-92.810
106.000,ph,7.772907,-13.383,11.820,-92.810
106.200,temperature,3.968619,-13.226,11.558,-92.761
106.250,turbidity,1.474430,-13.187,11.491,-92.750
106.400,temperature,4.197924,-13.068,11.286,-92.715
106.500,turbidity,1.494898,-12.989,11.147,-92.692
106.500,h2s,4.007465,-12.989,11.147,-92.692
106.600,temperature,4.298919,-12.909,11.006,-92.669
106.750,turbidity,1.960449,-12.789,10.790,-92.636
106.800,temperature,4.565025,-12.748,10.717,-92.625
107.000,temperature,4.768378,-12.586,10.420,-92.583
107.000,turbidity,1.896568,-12.586,10.420,-92.583
107.000,h2s,4.464273,-12.586,10.420,-92.583
107.000,ph,7.659428,-12.586,10.420,-92.583
107.200,temperature,4.975622,-12.423,10.115,-92.541
107.250,turbidity,1.669474,-12.382,10.037,-92.531
107.400,temperature,5.197929,-12.258,9.801,-92.502
107.500,turbidity,2.052682,-12.175,9.642,-92.482
107.500,h2s,5.216660,-12.175,9.642,-92.482
107.600,temperature,-0.452601,-12.092,9.480,-92.464
107.750,turbidity,2.694777,-11.966,9.235,-92.436
107.800,temperature,5.770548,-11.924,9.152,-92.427
108.000,temperature,6.034438,-11.756,8.817,-92.392
108.000,turbidity,2.611833,-11.756,8.817,-92.392
108.000,h2s,6.550101,-11.756,8.817,-92.392
108.000,ph,7.550105,-11.756,8.817,-92.392
108.200,temperature,6.291463,-11.586,8.475,-92.358
108.250,turbidity,2.529503,-11.543,8.388,-92.350
108.400,temperature,6.594912,-11.414,8.126,-92.325
108.500,turbidity,2.410842,-11.328,7.949,-92.310
108.500,h2s,7.959410,-11.328,7.949,-92.310
108.600,temperature,7.031615,-11.242,7.770,-92.295
108.750,turbidity,3.128702,-11.111,7.500,-92.273
108.800,temperature,7.524511,-11.068,7.409,-92.265
109.000,temperature,7.837084,-10.893,7.042,-92.238
109.000,turbidity,3.293153,-10.893,7.042,-92.238
109.000,h2s,9.178914,-10.893,7.042,-92.238
109.000,ph,7.325837,-10.893,7.042,-92.238
109.200,temperature,8.155701,-10.717,6.670,-92.211
109.250,turbidity,3.479116,-10.672,6.576,-92.205
109.400,temperature,8.579885,-10.539,6.292,-92.187
109.500,turbidity,4.018618,-10.450,6.101,-92.175
109.500,h2s,11.187681,-10.450,6.101,-92.175
109.600,temperature,8.984094,-10.361,5.909,-92.163
109.750,turbidity,4.197466,-10.226,5.619,-92.147
109.800,temperature,9.367556,-10.181,5.522,-92.142
110.000,temperature,9.881641,-10.000,5.130,-92.122
110.000,turbidity,3.883686,-10.000,5.130,-92.122
110.000,h2s,12.644256,-10.000,5.130,-92.122
110.000,ph,7.046537,-10.000,5.130,-92.122
110.200,temperature,10.354855,-9.818,4.735,-92.103
110.250,turbidity,4.593132,-9.772,4.635,-92.098
110.400,temperature,10.828031,-9.635,4.335,-92.086
110.500,turbidity,4.500467,-9.543,4.135,-92.078
110.500,h2s,14.385382,-9.543,4.135,-92.078
110.600,temperature,11.347676,-9.451,3.933,-92.070
110.750,turbidity,5.003226,-9.312,3.629,-92.060
110.800,temperature,11.778098,-9.266,3.527,-92.056
111.000,temperature,12.278816,-9.080,3.119,-92.044
111.000,turbidity,5.039624,-9.080,3.119,-92.044
111.000,h2s,16.901281,-9.080,3.119,-92.044
111.000,ph,6.766917,-9.080,3.119,-92.044
111.200,temperature,12.703619,-8.893,2.708,-92.033
111.250,turbidity,5.321876,-8.846,2.605,-92.030
111.400,temperature,13.144328,-8.705,2.295,-92.024
111.500,turbidity,5.426493,-8.610,2.088,-92.019
111.500,h2s,18.082279,-8.610,2.088,-92.019
111.600,temperature,13.584369,-8.516,1.880,-92.016
111.750,turbidity,6.318433,-8.373,1.568,-92.011
111.800,temperature,13.922464,-8.326,1.464,-92.010
112.000,temperature,14.395311,-8.135,1.046,-92.005
112.000,turbidity,6.524097,-8.135,1.046,-92.005
112.000,h2s,19.771279,-8.135,1.046,-92.005
112.000,ph,6.555049,-8.135,1.046,-92.005
112.200,temperature,14.705566,-7.943,0.628,-92.002
112.250,turbidity,6.652272,-7.895,0.523,-92.001
112.400,temperature,15.044405,-7.750,0.209,-92.000
112.500,turbidity,6.695382,-7.654,0.000,-92.000
112.500,h2s,21.381620,-7.654,0.000,-92.000
112.600,temperature,15.366020,-7.557,-0.209,-92.000
112.750,turbidity,6.629447,-7.411,-0.523,-92.001
112.800,temperature,15.615264,-7.362,-0.628,-92.002
113.000,temperature,15.818381,-7.167,-1.046,-92.005
113.000,turbidity,7.035410,-7.167,-1.046,-92.005
113.000,h2s,22.226318,-7.167,-1.046,-92.005
113.000,ph,6.371231,-7.167,-1.046,-92.005
113.200,temperature,16.063704,-6.971,-1.464,-92.010
113.250,turbidity,7.366861,-6.922,-1.568,-92.011
113.400,temperature,16.207217,-6.775,-1.880,-92.016
113.500,turbidity,7.443932,-6.676,-2.088,-92.019
113.500,h2s,22.757744,-6.676,-2.088,-92.019
113.600,temperature,16.319628,-6.577,-2.295,-92.024
113.750,turbidity,7.829785,-6.429,-2.605,-92.030
113.800,temperature,16.400447,-6.379,-2.708,-92.033
114.000,temperature,16.330765,-6.180,-3.119,-92.044
114.000,turbidity,7.799841,-6.180,-3.119,-92.044
114.000,h2s,23.084547,-6.180,-3.119,-92.044
114.000,ph,6.278087,-6.180,-3.119,-92.044
114.200,temperature,16.411209,-5.981,-3.527,-92.056
114.250,turbidity,7.436113,-5.931,-3.629,-92.060
114.400,temperature,16.441518,-5.781,-3.933,-92.070
114.500,turbidity,7.255098,-5.680,-4.135,-92.078
114.500,h2s,23.409031,-5.680,-4.135,-92.078
114.600,temperature,16.345607,-5.580,-4.335,-92.086
114.750,turbidity,7.092473,-5.429,-4.635,-92.098
114.800,temperature,16.154222,-5.378,-4.735,-92.103
115.000,temperature,15.988257,-5.176,-5.130,-92.122
115.000,turbidity,6.790217,-5.176,-5.130,-92.122
115.000,h2s,22.595387,-5.176,-5.130,-92.122
115.000,ph,6.322027,-5.176,-5.130,-92.122
115.200,temperature,15.674748,-4.974,-5.522,-92.142
115.250,turbidity,6.776635,-4.923,-5.619,-92.147
115.400,temperature,15.535867,-4.771,-5.909,-92.163
115.500,turbidity,6.471019,-4.669,-6.101,-92.175
115.500,h2s,21.756102,-4.669,-6.101,-92.175
115.600,temperature,15.342353,-4.567,-6.292,-92.187
115.750,turbidity,7.325392,-4.414,-6.576,-92.205
115.800,temperature,15.009017,-4.363,-6.670,-92.211
116.000,temperature,14.778808,-4.158,-7.042,-92.238
116.000,turbidity,6.705417,-4.158,-7.042,-92.238
116.000,h2s,20.518188,-4.158,-7.042,-92.238
116.000,ph,6.449369,-4.158,-7.042,-92.238
116.200,temperature,14.456352,-3.953,-7.409,-92.265
116.250,turbidity,6.615230,-3.902,-7.500,-92.273
116.400,temperature,14.046067,-3.748,-7.770,-92.295
116.500,turbidity,6.143857,-3.645,-7.949,-92.310
116.500,h2s,19.231609,-3.645,-7.949,-92.310
116.600,temperature,13.733687,-3.542,-8.126,-92.325
116.750,turbidity,6.735971,-3.387,-8.388,-92.350
116.800,temperature,13.446902,-3.335,-8.475,-92.358
117.000,temperature,12.941406,-3.129,-8.817,-92.392
117.000,turbidity,5.471547,-3.129,-8.817,-92.392
117.000,h2s,17.643132,-3.129,-8.817,-92.392
117.000,ph,6.663123,-3.129,-8.817,-92.392
117.200,temperature,12.629789,-2.922,-9.152,-92.427
117.250,turbidity,5.118188,-2.870,-9.235,-92.436
117.400,temperature,12.207378,-2.714,-9.480,-92.464
117.500,turbidity,6.074994,-2.611,-9.642,-92.482
117.500,h2s,16.290112,-2.611,-9.642,-92.482
117.600,temperature,11.875921,-2.507,-9.801,-92.502
117.750,turbidity,4.735069,-2.351,-10.037,-92.531
117.800,temperature,11.648778,-2.299,-10.115,-92.541
118.000,temperature,11.185610,-2.091,-10.420,-92.583
118.000,turbidity,4.844586,-2.091,-10.420,-92.583
118.000,h2s,14.447988,-2.091,-10.420,-92.583
118.000,ph,6.870855,-2.091,-10.420,-92.583
118.200,temperature,10.760490,-1.882,-10.717,-92.625
118.250,turbidity,4.514302,-1.830,-10.790,-92.636
118.400,temperature,10.466539,-1.674,-11.006,-92.669
118.500,turbidity,4.626670,-1.569,-11.147,-92.692
118.500,h2s,13.653462,-1.569,-11.147,-92.692
118.600,temperature,10.106594,-1.465,-11.286,-92.715
118.750,turbidity,4.219324,-1.308,-11.491,-92.750
118.800,temperature,9.874851,-1.256,-11.558,-92.761
119.000,temperature,9.580566,-1.047,-11.820,-92.810
119.000,turbidity,4.328402,-1.047,-11.820,-92.810
119.000,h2s,12.117268,-1.047,-11.820,-92.810
119.000,ph,7.115935,-1.047,-11.820,-92.810
119.200,temperature,9.306797,-0.838,-12.073,-92.859
119.250,turbidity,4.218717,-0.785,-12.135,-92.872
119.400,temperature,1.442519,-0.628,-12.317,-92.910
119.500,turbidity,3.358738,-0.524,-12.436,-92.936
119.500,h2s,10.829003,-0.524,-12.436,-92.936
119.600,temperature,8.695049,-0.419,-12.551,-92.963
119.750,turbidity,3.401423,-0.262,-12.721,-93.003
119.800,temperature,8.484468,-0.209,-12.776,-93.017
120.000,temperature,8.286565,-0.000,-12.990,-93.072
120.000,turbidity,3.707364,-0.000,-12.990,-93.072
120.000,h2s,10.076426,-0.000,-12.990,-93.072
120.000,ph,7.231720,-0.000,-12.990,-93.072
120.200,temperature,7.966485,0.209,-13.195,-93.128
120.250,turbidity,3.673133,0.262,-13.244,-93.143
120.400,temperature,7.858438,0.419,-13.389,-93.186
120.500,turbidity,3.278349,0.524,-13.482,-93.216
120.500,h2s,9.117528,0.524,-13.482,-93.216
120.600,temperature,7.495700,0.628,-13.572,-93.245
120.750,turbidity,3.238659,0.785,-13.703,-93.291
120.800,temperature,7.439394,0.838,-13.745,-93.306
121.000,temperature,7.119494,1.047,-13.908,-93.368
121.000,turbidity,3.433234,1.047,-13.908,-93.368
121.000,h2s,8.582270,1.047,-13.908,-93.368
121.000,ph,7.370407,1.047,-13.908,-93.368
121.200,temperature,7.039224,1.256,-14.059,-93.431
121.250,turbidity,2.798241,1.308,-14.095,-93.447
121.400,temperature,6.830058,1.465,-14.200,-93.495
121.500,turbidity,2.858079,1.569,-14.266,-93.528
121.500,h2s,7.755601,1.569,-14.266,-93.528
121.600,temperature,6.682774,1.674,-14.329,-93.561
121.750,turbidity,3.087529,1.830,-14.419,-93.611
121.800,temperature,6.699345,1.882,-14.447,-93.628
122.000,temperature,6.507173,2.091,-14.554,-93.696
122.000,turbidity,3.034536,2.091,-14.554,-93.696
122.000,h2s,7.124065,2.091,-14.554,-93.696
122.000,ph,7.429217,2.091,-14.554,-93.696
122.200,temperature,6.341440,2.299,-14.650,-93.765
122.250,turbidity,2.559021,2.351,-14.672,-93.783
122.400,temperature,6.116023,2.507,-14.734,-93.836
122.500,turbidity,2.298464,2.611,-14.772,-93.872
122.500,h2s,6.819615,2.611,-14.772,-93.872
122.600,temperature,6.065562,2.714,-14.807,-93.908
122.750,turbidity,2.444690,2.870,-14.854,-93.962
122.800,temperature,6.013078,2.922,-14.868,-93.981
123.000,temperature,5.996316,3.129,-14.918,-94.055
123.000,turbidity,2.427087,3.129,-14.918,-94.055
123.000,h2s,6.785476,3.129,-14.918,-94.055
123.000,ph,7.491083,3.129,-14.918,-94.055
123.200,temperature,5.953402,3.335,-14.956,-94.130
123.250,turbidity,2.152557,3.387,-14.963,-94.149
123.400,temperature,5.830446,3.542,-14.982,-94.207
123.500,turbidity,2.159240,3.645,-14.991,-94.245
123.500,h2s,6.452178,3.645,-14.991,-94.245
123.600,temperature,5.862601,3.748,-14.997,-94.284
123.750,turbidity,2.714114,3.902,-15.000,-94.343
123.800,temperature,5.812587,3.953,-15.000,-94.363
124.000,temperature,5.723094,4.158,-14.991,-94.443
124.000,turbidity,2.455371,4.158,-14.991,-94.443
124.000,h2s,6.214855,4.158,-14.991,-94.443
124.000,ph,7.564820,4.158,-14.991,-94.443
124.200,temperature,5.664604,4.363,-14.970,-94.524
124.250,turbidity,2.212909,4.414,-14.963,-94.544
124.400,temperature,5.589861,4.567,-14.938,-94.606
124.500,turbidity,1.976044,4.669,-14.918,-94.647
124.500,h2s,6.216743,4.669,-14.918,-94.647
124.600,temperature,5.707583,4.771,-14.894,-94.689
124.750,turbidity,2.083839,4.923,-14.854,-94.752
124.800,temperature,5.686330,4.974,-14.839,-94.773
125.000,temperature,5.716120,5.176,-14.772,-94.858
125.000,turbidity,1.799789,5.176,-14.772,-94.858
125.000,h2s,6.126049,5.176,-14.772,-94.858
125.000,ph,7.564889,5.176,-14.772,-94.858
125.200,temperature,5.755520,5.378,-14.694,-94.944
125.250,turbidity,2.343614,5.429,-14.672,-94.965
125.400,temperature,5.788376,5.580,-14.604,-95.031
125.500,turbidity,2.081582,5.680,-14.554,-95.075
125.500,h2s,5.871987,5.680,-14.554,-95.075
125.600,temperature,5.774842,5.781,-14.502,-95.119
125.750,turbidity,2.389083,5.931,-14.419,-95.185
125.800,temperature,5.726081,5.981,-14.390,-95.208
126.000,temperature,5.767688,6.180,-14.266,-95.298
126.000,turbidity,2.535908,6.180,-14.266,-95.298
126.000,h2s,6.297951,6.180,-14.266,-95.298
126.000,ph,7.548151,6.180,-14.266,-95.298
126.200,temperature,5.859491,6.379,-14.131,-95.389
126.250,turbidity,2.432131,6.429,-14.095,-95.411
126.400,temperature,5.811199,6.577,-13.985,-95.480
126.500,turbidity,2.251698,6.676,-13.908,-95.526
126.500,h2s,6.523897,6.676,-13.908,-95.526
126.600,temperature,5.859513,6.775,-13.828,-95.573
126.750,turbidity,2.145748,6.922,-13.703,-95.643
126.800,temperature,5.983800,6.971,-13.660,-95.666
127.000,temperature,6.085617,7.167,-13.482,-95.761
127.000,turbidity,2.082153,7.167,-13.482,-95.761
127.000,h2s,6.737650,7.167,-13.482,-95.761
127.000,ph,7.513194,7.167,-13.482,-95.761
127.200,temperature,6.106108,7.362,-13.293,-95.856
127.250,turbidity,2.813113,7.411,-13.244,-95.880
127.400,temperature,6.157028,7.557,-13.094,-95.952
127.500,turbidity,2.576559,7.654,-12.990,-96.000
127.500,h2s,6.531024,7.654,-12.990,-96.000
127.600,temperature,6.179059,7.750,-12.884,-96.048
127.750,turbidity,2.439691,7.895,-12.721,-96.122
127.800,temperature,6.206797,7.943,-12.665,-96.146
128.000,temperature,6.350459,8.135,-12.436,-96.244
128.000,turbidity,2.753183,8.135,-12.436,-96.244
128.000,h2s,6.915254,8.135,-12.436,-96.244
128.000,ph,7.450536,8.135,-12.436,-96.244
